tweet,offensive
مستخدم لو ماكوا نساء ما كنتم موجودين بالدنيا وجه قمر جديد  وجه مكبوت ينفث البخار من انفه ,0
مستخدم زعيم يبالة  قبضه موجهه للامام ,0
مستخدم اوص  قرد بحركه اليد لقول لا اتكلم ولك لا تفضحنا انت فهمك منحرف  قبضه موجهه للامام 🏼,1
مستخدم انا ادري ذابحتهم الغيره في الأستقرام من كثر ماخقيت على المزيون وجه مبتسم بعيون قلب  ابو كليجه جوني كثير شباب يتابعوني وانا ماعندي شي اقدمه بحسابي  وجه مبتسم متعرق والي مسوي نفسه شريف بس ماخليتهم قصفة جبهاتهم  وجه مكبوت ينفث البخار من انفه لأن كل واحد حر برايه ويوم ام غمزه اشوف عادي الوضع عندهم ليش يجوز لهم وحنا لا  وجه غير راضي ,0
مستخدم ده ع اساس انك فاهمه صح  وجه بدموع الفرح  قبضه موجهه للامام ,1
المزح بالكتابة قد يفهم خطأ بسبعدم توفر تعابير الوجه ونبرة الصوتفكن دقيقا بإختيار كلماتك فأغلب الشعب نفسيات اي واله  وجه الضفدع  قلب مجروح  ۢ͜☻ اصطدام ,0
مستخدم صندوق بويا في كس أمك  قبضه موجهه للامام ,1
احلى شي الركوب ف هالجو  وجه مبتسم بعيون قلب  وجه الحصان  ظهر يد تشير الى الاعلي ,0
مستخدم نور الدايركت  شخص يخبط وجهه 🏽‍ رمز المؤنث ️ وجه بابتسامه خفيفه  سكين المطبخ ,0
RT مستخدم  جرس عليه علامه الغاء  بالون الكلام  توتير باغنيه ماجد المهندس تكفي لاتقسى على  وجه حزين لكن مرتاح ارحم بقلبي شوي وجه متأمل اهلكتني من الحذف  وجه يشتاط غضبا  …,0
لو أمطرت السماء شرفا  قطره لرفع حكام العرب المظلات  مظله مع قطرات المطر  ابهام متجه لاسفل ,1
افضح معنفكاكثر المجرمين في التاق المعلمين والمعلمات كثير قص قراتها مؤلمة ومحزنة انها تصدر من شخص تربوي الاباء والامهات جعلوا اولادهم وبناتهم امانة عندهم  ابهام متجه لاسفل 🏻,0
مستخدم ليش مارديت الجديع يا نعجه ,1
الكائن فارغ الرأس يعتبر يحق له يخق ويتغزل باناث و ذكور العالم كله الاحياء منه و الاموات واذا شاف بنت معجبه بحد جاه انهيار  وجه بقناع طبي  تفو ع تناقضاتكم المريضه,1
RT مستخدم نعم كلامك صحيح فالتطهر من نجاسة  كلب  سبع مرات واحداهما بالتراب فهي من اعظم النجاسات  ابهام متجه لاعلي 🏻,0
من يوم ركبت السياره وعيوني تدمع  قلب مجروح  سكين المطبخ ,0
مستخدم حسلي اله عليش بصوت سلوى المطيري  وجه غاضب ,0
مستخدم عيال عليكم بالسناوي الجينز لحد يلبسه  ابهام متجه لاسفل 🏻,0
ياخي اذا انتي دكتورة و شفتي التعب على وجه البنات استحي على وجهك و اختصري الموضوع و اطلعي لان مليون في الميه هم مو مركزين معاك و جالسين يسبونك في روسهم ولا جالسني ورا نايمين  وجه بدموع الفرح  كومة من البراز ,1
RT مستخدم انا عندي هدي عادي موجودين ل مش متوقع فانز فنانات  وجه بقناع طبي يعق,0
مستخدم انت وشيخك تحت نعالي  حذاء رجل ,1
مستخدم نسينا ماضيكم الاسود مع الكواريه  قبضه موجهه للامام 🏻,1
مستخدم ماتلاحظون كل إلي علقو على المنشن بنات واله بلاكم من المحنه تدورون ورا قلت الادب وجه غاضب ,1
مستخدم بعد الشر عليك وجه غاضب ,0
مستخدم وربي غباء خير وجه بابتسامه خفيفه  سكين المطبخ ,1
غير ان السلطانات اشكالهم تضحك ما يطلع منهم الا سيديف  وجه بميزان حراره في الفم  امانة قولوا انكم تمزحون  وجه بقناع طبي  قلب مجروح ,0
بعين امك قرد او غزال بالحالتين حيوان  وجه قمر جديد  وجه الضفدع ,1
RT مستخدم فهد الجميعة شق مكوة ياسر الشهراني شق  خوخ  قبضه موجهه للاعلي  الاصبع الوسطي ,1
RT مستخدم شيخ أستدعوه ال وجه الضفدع  قبل مباراة الاتحاد شاهد ماذا حصل الاتحاد ه…,0
بايع الكليجا لأسف هالبنات بدون كرامه ولا حيا تصوير وخقه قدام اله وخلقه تفو على ذي الاشكال وياليته على شي زين  قطرات عرق  وجه بقناع طبي ,1
من جد هاذي من اقبح أنواع الموضات الي شفتها 🤮,1
جراحة لجنة عليا جراحة لجنة عليا مستشار الجراحة لجنة عليا أشعة بالصبغة أنا مش عارف البلد الخرة دى عايزة من الواحد أى  وجه متجهم  وجه غاضب ,1
بايع الكليجا قلنا فيكم محنة بس مو لهدرجه  وجه بقناع طبي ,0
مستخدم  وجه بقناع طبي قوم إذا مس النعال وجوهم شكت النعال بأي ذنب تصفع,1
مستخدم اه مفيده مردغه الصبح ومردغه باليل  قبضه موجهه للامام ,0
مستخدم طيب ربنا يبعت  وجه بدموع الفرح  قبضه موجهه للامام ,0
RT مستخدم علوضعك  وجه بدموع الفرح  قبضه موجهه للامام ,0
مستخدم حقيرات  وجه مرتعب  سكين المطبخ ,1
البنات استخفوا خلاص وجه بقناع طبي ,0
مستخدم انا كيذا شفت البائعه المتحرشه رغم الكل متعاطف معها  وجه بقناع طبي ,0
مستخدم لاتعذر فريقكم خايس ضفادع  وجه الضفدع  حركه اليد لقول حسنا  وجه الضفدع ,1
مستخدم سامجه وجه بقناع طبي ,1
مستخدم هدا أعطاني فكره بس خلص الامثله الشعبيه المغاربية لازم كمل السلسلة بالخليجي ايه رايك انت تكتب وانا أعيد النشر  قرد بحركه اليد لقول لا اسمع  طبعا مب روتيوت بس هنسب الاختراعات لاسمي  قرد بحركه اليد لقول لا اري ,0
ماشافت عيني مثل همجية وملحجة بنات الرياض اوڤر معليش وجه مشمئز  قلب مجروح ,1
شب و اضافره طوال  وجه بقناع طبي ,0
هو الجو مش بيمطر غير يوم الحد باليل ليه  وجه مفكر لا بجد يعنى بيعرف منين ان دا يوم السكاشن بتاعى وبروح بالبالطو مغسول ومكوى وزى الفل عشان يتوسخ قبل ما اوصل ويبقى زفت  وجه بلا تعبير ماهو مش كل أسبوع هشترى بالطو أنا  سكين المطبخ  وجه بدموع الفرح  قلب مجروح ,0
RT مستخدم الفيحاء الاهليما جبت شيئ من عندي  وجه الضفدع  وجه بدموع الفرح ,0
بتعمل حالة اكتئاب مستمر وجه منصدم  قلب مجروح ,0
RT مستخدم كلمة ايلتسكلمة Triger معناها اثار  وجه متجهم ومن مرادفتها كلمة يروث  وجه مكبوت ينفث البخار من انفه ,0
مستخدم أتحسبين الجميع ميز گ أنتي شخص يهز كتفيه 🏻‍♂️ قبضه موجهه للامام 🏻,0
RT مستخدم امك جالسه تنيك كسها بنفسها مع زب السواق حذاء بكعب عال ,1
بس بقه يا ضحى ربنا ياخدك  وجه قلق  مسدس  اصبع السبابه مشيرا لاعلي  قبضه موجهه للامام ,1
مستخدم اقول وجه بابتسامه خفيفه  قبضه موجهه للامام 🏼,0
RT مستخدم الحمدله انك عارفه مصيرك  وجه بابتسامه خفيفه  قبضه موجهه للامام 🏻,0
RT مستخدم احقر الرجال من ترك طاهرة تبكي وذهب إلى العاهرة يبكي ابهام متجه لاسفل 🏼,1
مستخدم اعوذ باله  وجه منصدم ,0
عبدالعزيز الغيامة لا فكر ولا منطق والمشكله يستعان به كمحل وناقد  ابهام متجه لاسفل ,1
قولوا ماشاء اله ياجماعةأنتو متعرفوش الواحد بيعافر ازاى عشان يكون ف ايده الحاجة الى عينك هتدب فيها رصاصة و مستكترها عليه  وجه غاضب  وجه بلا تعبير ,1
RT مستخدم اخيرا تحق حلمي يوم واحد بدون انقلش صرت مبسوطه مرا ما كنت متخيله انو كان الانقلش هوا الي منكد عليا قد كذا سكين المطبخ  وجه بدموع الفرح ,0
بعض البنات صايرين مفاجيع وانعدم الحياء عندهم يابقره اذا مرا مرا عجبك شخص خليه بينك وبين نفسك انكتمي مالها داعي حركات المشافيح هذي انقلبت الايه صارو الرجال يستحو والبنات يتغزلو واصلا مو من زينه مافيه شي ميز ولا زايد عن الخلق  ابهام متجه لاسفل  بايع الكليجا,1
بايع الكليجا واله مادري وين الزين والوسامه بالموضوع وفوق هذا ماعطاهم وجه اه بس يازمن الهيئه ماكنا نشوف مثل حركات المبزره هاذي  وجه يشتاط غضبا ,1
تبا لأرق  قبضه موجهه للامام 🏻,0
